,date,USD/INR exchange rate,Federal funds rate,Ethanol Futures CLOSE,CBOE Volatility Index (VIX) CLOSE,India Inflation data Core CPI,USD / Brazilian Real Rate,ICEUS Sugar #11 CLOSE
1438,2024-03-02,82.84,5.33,1.48,13.11,5.1,4.96,22.58
1439,2024-03-03,82.84,5.33,1.48,13.11,5.1,4.96,22.58
1440,2024-03-04,82.91,5.33,1.52,13.49,5.1,4.95,20.6
1441,2024-03-05,82.9,5.33,1.51,14.46,5.1,4.96,20.87
1442,2024-03-06,82.82,5.33,1.56,14.5,5.1,4.95,21.45
1443,2024-03-07,82.72,5.33,1.57,14.44,5.1,4.94,21.28
1444,2024-03-08,82.72,5.33,1.57,14.44,5.1,4.94,21.15
1445,2024-03-09,82.72,5.33,1.57,14.44,5.1,4.94,21.15
1446,2024-03-10,82.72,5.33,1.57,14.44,5.1,4.94,21.15
1447,2024-03-11,82.74,5.33,1.57,15.22,5.1,4.98,21.95
1448,2024-03-12,82.78,5.33,1.59,13.84,5.09,4.97,21.89
1449,2024-03-13,82.84,5.33,1.63,13.75,5.09,4.97,21.93
1450,2024-03-14,82.96,5.33,1.63,14.4,5.09,4.99,21.77
1451,2024-03-15,82.89,5.33,1.62,14.41,5.09,5.0,22.12
1452,2024-03-16,82.89,5.33,1.62,14.41,5.09,5.0,22.12
1453,2024-03-17,82.89,5.33,1.62,14.41,5.09,5.0,22.12
1454,2024-03-18,82.94,5.33,1.61,14.33,5.09,5.03,22.16
1455,2024-03-19,83.02,5.33,1.58,13.82,5.09,5.03,21.64
1456,2024-03-20,83.09,5.33,1.58,13.04,5.09,4.97,21.77
1457,2024-03-21,83.23,5.33,1.59,12.92,5.09,4.98,22.06
1458,2024-03-22,83.61,5.33,1.59,13.06,5.09,5.0,21.85
1459,2024-03-23,83.61,5.33,1.59,13.06,5.09,5.0,21.85
1460,2024-03-24,83.61,5.33,1.59,13.06,5.09,5.0,21.85
1461,2024-03-25,83.43,5.33,1.59,13.19,5.09,4.98,21.95
1462,2024-03-26,83.34,5.33,1.58,13.24,5.09,4.98,22.39
1463,2024-03-27,83.37,5.33,1.57,12.78,5.09,4.99,22.19
1464,2024-03-28,83.37,5.33,1.58,13.01,5.09,5.01,22.52
1465,2024-03-29,83.35,5.33,1.58,13.01,5.09,5.02,22.52
1466,2024-03-30,83.35,5.33,1.58,13.01,5.09,5.02,22.52
1467,2024-03-31,83.35,5.33,1.58,13.01,5.09,5.02,22.52
1468,2024-04-01,83.37,5.33,1.64,13.65,5.09,5.05,22.72
1469,2024-04-02,83.35,5.33,1.63,14.61,5.09,5.06,22.32
1470,2024-04-03,83.48,5.33,1.64,14.33,5.09,5.04,22.22
1471,2024-04-04,83.48,5.33,1.65,16.35,5.09,5.05,22.36
1472,2024-04-05,83.32,5.33,1.66,16.03,5.09,5.07,21.99
1473,2024-04-06,83.32,5.33,1.66,16.03,5.09,5.07,21.99
1474,2024-04-07,83.32,5.33,1.66,16.03,5.09,5.07,21.99
1475,2024-04-08,83.29,5.33,1.68,15.19,5.09,5.03,21.59
1476,2024-04-09,83.22,5.33,1.68,14.98,5.09,5.01,21.49
1477,2024-04-10,83.4,5.33,1.66,15.8,5.09,5.07,21.46
1478,2024-04-11,83.35,5.33,1.63,14.91,5.09,5.09,20.85
1479,2024-04-12,83.35,5.33,1.63,14.91,5.09,5.09,20.85
1480,2024-04-13,83.35,5.33,1.63,14.91,4.85,5.09,20.85
1481,2024-04-14,83.35,5.33,1.63,14.91,4.85,5.09,20.85
1482,2024-04-15,83.51,5.33,1.64,19.23,4.85,5.19,20.02
1483,2024-04-16,83.65,5.33,1.65,18.39,4.85,5.28,19.63
1484,2024-04-17,83.55,5.33,1.64,18.21,4.85,5.24,19.32
1485,2024-04-18,83.57,5.33,1.64,18.0,4.85,5.25,19.59
1486,2024-04-19,83.38,5.33,1.65,18.71,4.85,5.2,19.73
1487,2024-04-20,83.38,5.33,1.65,18.71,4.85,5.2,19.73
1488,2024-04-21,83.38,5.33,1.65,18.71,4.85,5.2,19.73
1489,2024-04-22,83.38,5.33,1.65,16.94,4.85,5.17,19.8
1490,2024-04-23,83.28,5.33,1.66,15.69,4.85,5.13,19.91
1491,2024-04-24,83.33,5.33,1.66,15.97,4.85,5.15,20.0
1492,2024-04-25,83.27,5.33,1.71,15.37,4.85,5.16,19.48
1493,2024-04-26,83.4,5.33,1.71,15.03,4.85,5.12,19.4
1494,2024-04-27,83.4,5.33,1.71,15.03,4.85,5.12,19.4
1495,2024-04-28,83.4,5.33,1.71,15.03,4.85,5.12,19.4
1496,2024-04-29,83.44,5.33,1.71,14.67,4.85,5.12,20.2
1497,2024-04-30,83.5,5.33,1.71,15.65,4.85,5.19,19.71
1498,2024-05-01,83.41,5.33,1.7,15.39,4.85,5.2,19.22
1499,2024-05-02,83.39,5.33,1.73,14.68,4.85,5.11,19.25
1500,2024-05-03,83.38,5.33,1.73,13.49,4.85,5.07,19.28
1501,2024-05-04,83.38,5.33,1.73,13.49,4.85,5.07,19.28
1502,2024-05-05,83.38,5.33,1.73,13.49,4.85,5.07,19.28
1503,2024-05-06,83.47,5.33,1.74,13.49,4.85,5.08,19.48
1504,2024-05-07,83.47,5.33,1.75,13.23,4.85,5.07,19.95
1505,2024-05-08,83.47,5.33,1.77,13.0,4.85,5.09,19.6
1506,2024-05-09,83.46,5.33,1.78,12.69,4.85,5.14,19.58
1507,2024-05-10,83.55,5.33,1.79,12.55,4.85,5.16,19.3
1508,2024-05-11,83.55,5.33,1.79,12.55,4.85,5.16,19.3
1509,2024-05-12,83.55,5.33,1.79,12.55,4.85,5.16,19.3
1510,2024-05-13,83.5,5.33,1.8,13.6,4.83,5.15,18.63
1511,2024-05-14,83.49,5.33,1.8,13.42,4.83,5.13,18.87
1512,2024-05-15,83.42,5.33,1.8,12.45,4.83,5.14,18.65
1513,2024-05-16,83.48,5.33,1.78,12.42,4.83,5.13,18.33
1514,2024-05-17,83.3,5.33,1.77,11.99,4.83,5.1,18.13
1515,2024-05-18,83.3,5.33,1.77,11.99,4.83,5.1,18.13
1516,2024-05-19,83.3,5.33,1.77,11.99,4.83,5.1,18.13
1517,2024-05-20,83.31,5.33,1.78,12.15,4.83,5.1,18.68
1518,2024-05-21,83.32,5.33,1.77,11.86,4.83,5.12,18.56
1519,2024-05-22,83.28,5.33,1.78,12.29,4.83,5.15,18.23
1520,2024-05-23,83.29,5.33,1.77,12.77,4.83,5.14,18.26
1521,2024-05-24,83.05,5.33,1.78,11.93,4.83,5.17,18.41
1522,2024-05-25,83.05,5.33,1.78,11.93,4.83,5.17,18.41
1523,2024-05-26,83.05,5.33,1.78,11.93,4.83,5.17,18.41
1524,2024-05-27,83.13,5.33,1.78,12.36,4.83,5.17,18.41
1525,2024-05-28,83.13,5.33,1.78,12.36,4.83,5.17,18.41
1526,2024-05-29,83.38,5.33,1.78,14.28,4.83,5.2,18.35
1527,2024-05-30,83.32,5.33,1.78,14.47,4.83,5.2,18.19
1528,2024-05-31,83.45,5.33,1.8,12.92,4.83,5.25,18.3
1529,2024-06-01,83.45,5.33,1.8,12.92,4.83,5.25,18.3
1530,2024-06-02,83.45,5.33,1.8,12.92,4.83,5.25,18.3
1531,2024-06-03,83.1,5.33,1.79,13.11,4.83,5.24,18.78
1532,2024-06-04,83.58,5.33,1.81,13.16,4.83,5.29,18.86
1533,2024-06-05,83.41,5.33,1.79,12.63,4.83,5.3,19.13
1534,2024-06-06,83.47,5.33,1.82,12.63,4.83,5.26,19.22
1535,2024-06-07,83.52,5.33,1.81,12.22,4.83,5.34,19.0
1536,2024-06-08,83.52,5.33,1.81,12.22,4.83,5.34,19.0
1537,2024-06-09,83.52,5.33,1.81,12.22,4.83,5.34,19.0
1538,2024-06-10,83.52,5.33,1.83,12.74,4.83,5.35,18.63
1539,2024-06-11,83.6,5.33,1.83,12.85,4.83,5.37,18.79
1540,2024-06-12,83.5,5.33,1.89,12.04,4.75,5.41,19.1
